11/27/2024 08:33:30.008 | INFO  | cli-chess | main_model._start_loggers | cli-chess v1.4.1 // python 3.11.5
11/27/2024 08:43:37.559 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: SettingsMenuOptions.PROGRAM_SETTINGS
11/27/2024 08:43:38.635 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.ABOUT
11/27/2024 08:43:39.393 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.SETTINGS
11/27/2024 08:43:39.623 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.ONLINE_GAMES
11/27/2024 08:43:39.909 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.SETTINGS
11/27/2024 08:43:40.107 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.ABOUT
11/27/2024 08:43:42.522 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.SETTINGS
11/27/2024 08:43:44.064 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.ONLINE_GAMES
11/27/2024 08:43:46.425 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.OFFLINE_GAMES
11/27/2024 08:43:57.133 | DEBUG | cli-chess | board_model._log_init_info | =============== BOARD INITIALIZATION ===============
11/27/2024 08:43:57.133 | DEBUG | cli-chess | board_model._log_init_info | Variant: chess
11/27/2024 08:43:57.133 | DEBUG | cli-chess | board_model._log_init_info | Starting FEN: rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1
11/27/2024 08:43:57.133 | DEBUG | cli-chess | board_model._log_init_info | Orientation: black
11/27/2024 08:43:57.133 | DEBUG | cli-chess | board_model._log_init_info | ====================================================
11/27/2024 08:43:57.133 | DEBUG | cli-chess | game_model_base.__init__ | Created OfflineGameModel (id=3024281403536)
11/27/2024 08:43:57.149 | DEBUG | cli-chess | game_view_base.__init__ | Created OfflineGameView (id=3024283091088)
11/27/2024 08:43:57.149 | DEBUG | cli-chess | game_presenter_base.__init__ | Created OfflineGamePresenter (id=3024281328464)
11/27/2024 08:43:57.432 | DEBUG | cli-chess | ui_common.change_views | View changed to OfflineGameView (id=3024283091088)
11/27/2024 08:43:59.466 | DEBUG | cli-chess | engine_model.get_best_move | Returning <PlayResult at 0x2c025561e90 (move=e2e3, ponder=e7e6, info={}, draw_offered=False, resigned=False)>
11/27/2024 08:43:59.466 | DEBUG | cli-chess | offline_game_presenter.make_engine_move | Received move (e2e3) from engine.
11/27/2024 08:43:59.466 | DEBUG | cli-chess | board_model.make_move | Made move (e2e3)
11/27/2024 08:44:04.604 | ERROR | cli-chess | offline_game_presenter._parse_and_present_game_over | Attempted to present game over status when the game is not over
11/27/2024 08:44:04.604 | INFO  | cli-chess | offline_game_model._report_game_over | Game over (status=resignation winner=white)
11/27/2024 08:44:07.794 | DEBUG | cli-chess | game_presenter_base.exit | Exiting game presenter
11/27/2024 08:44:07.794 | DEBUG | cli-chess | game_model_base.cleanup | Finished cleaning up after BoardModel (id=3024280822224)
11/27/2024 08:44:07.794 | DEBUG | cli-chess | game_model_base.cleanup | Finished cleaning up after MoveListModel (id=3024280826768)
11/27/2024 08:44:07.794 | DEBUG | cli-chess | game_model_base.cleanup | Finished cleaning up after MaterialDifferenceModel (id=3024282463760)
11/27/2024 08:44:07.794 | DEBUG | cli-chess | game_model_base.cleanup | Finished cleaning up after PremoveModel (id=3024282462224)
11/27/2024 08:44:07.794 | DEBUG | cli-chess | ui_common.change_views | View changed to MainView (id=3024278286992)
11/27/2024 08:44:07.794 | DEBUG | cli-chess | engine_model.quit_engine | Quitting engine
11/27/2024 08:44:08.896 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.ONLINE_GAMES
11/27/2024 08:44:09.182 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.SETTINGS
11/27/2024 08:44:10.702 | DEBUG | cli-chess | menu_presenter.select_handler | Menu selection: MainMenuOptions.ABOUT
